ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
W1890,7.6,0.15,0.4,1.3,0.036,24.0,112.0,0.9932,3.14,0.76,10.0,1.0
W1891,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,,9.2,1.0
W1892,7.6,0.33,,13.7,0.045,44.0,197.0,0.9989,,0.64,9.1,1.0
W1893,6.8,0.24,,18.3,0.046,40.0,142.0,1.0,,0.41,8.7,1.0
W1894,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,1.0
W1895,6.8,0.35,0.44,6.5,0.056,31.0,161.0,0.9952,3.14,0.44,9.5,1.0
W1896,7.9,0.26,,10.3,0.039,73.0,212.0,0.9969,,0.49,9.5,2.0
W1897,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2.0
W1898,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2.0
W1899,7.2,0.31,0.41,8.6,0.053,15.0,89.0,0.9976,3.29,0.64,9.9,2.0
W1900,6.7,0.44,,1.9,0.03,41.0,104.0,0.99,3.29,0.62,12.6,2.0
W1901,10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,,0.43,9.7,2.0
W1902,7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,1.0
W1903,8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49,9.1,2.0
W1904,7.8,0.34,0.27,1.2,0.04,25.0,106.0,0.9932,3.01,0.55,10.4,1.0
W1905,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,2.0
W1906,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2.0
W1907,6.0,0.28,0.35,1.9,0.037,16.0,120.0,0.9933,3.16,0.69,10.6,1.0
W1908,7.9,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,2.0
W1909,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,2.0
W1910,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,,9.6,1.0
W1911,6.6,0.25,,8.1,0.045,54.0,180.0,0.9958,,0.42,9.2,1.0
W1912,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,2.0
W1913,7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,2.0
W1914,8.3,0.23,0.3,2.1,0.049,21.0,153.0,0.9953,3.09,0.5,9.6,2.0
W1915,6.8,0.43,0.3,3.5,0.033,27.0,135.0,0.9906,3.0,0.37,12.0,2.0
W1916,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,2.0
W1917,6.6,0.25,,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,1.0
W1918,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,,0.74,9.9,2.0
W1919,6.6,0.35,0.29,14.4,0.044,54.0,177.0,0.9991,3.17,0.58,8.9,2.0
W1920,7.3,0.22,0.5,13.7,0.049,56.0,189.0,0.9994,,0.66,9.0,2.0
W1921,8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49,10.2,2.0
W1922,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,1.0
W1923,7.0,0.12,0.19,4.9,0.055,27.0,127.0,0.9953,3.29,0.41,9.4,1.0
W1924,8.2,0.37,0.27,1.7,0.028,10.0,59.0,0.9923,,0.48,10.4,1.0
W1925,7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,1.0
W1926,6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,2.0
W1927,6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,,0.43,10.0,2.0
W1928,7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41,10.5,1.0
W1929,7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39,11.4,2.0
W1930,8.8,0.34,,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,1.0
W1931,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,2.0
W1932,7.1,0.49,0.22,2.0,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,1.0
W1933,9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34,10.1,2.0
W1934,7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,1.0
W1935,6.8,0.28,0.36,1.6,0.04,25.0,87.0,0.9924,3.23,0.66,10.3,2.0
W1936,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,1.0
W1937,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,2.0
W1938,7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,,11.1,2.0
W1939,7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,1.0
W1940,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,1.0
W1941,8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,1.0
W1942,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,1.0
W1943,8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,1.0
W1944,6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,,9.5,1.0
W1945,6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,1.0
W1946,8.1,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,2.0
W1947,6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,2.0
W1948,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,1.0
W1949,7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,2.0
W1950,6.7,0.31,,6.7,0.054,29.0,160.0,0.9952,3.04,0.44,9.6,1.0
W1951,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,,0.46,9.7,1.0
W1952,9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,1.0
W1953,8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,13.0,2.0
W1954,8.1,0.24,,4.3,0.044,49.0,172.0,0.996,3.37,,10.8,2.0
W1955,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,1.0
W1956,6.4,0.29,,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,1.0
W1957,7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,,0.4,9.9,1.0
W1958,7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,2.0
W1959,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,2.0
W1960,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,,10.1,1.0
W1961,8.5,0.17,,1.0,0.024,13.0,91.0,0.993,,0.37,10.1,1.0
W1962,9.5,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,,0.64,9.5,1.0
W1963,8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,1.0
W1964,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,2.0
W1965,6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9.0,1.0
W1966,6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,2.0
W1967,7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,2.0
W1968,8.0,0.23,0.35,9.2,0.044,53.0,186.0,0.997,3.09,0.56,9.5,2.0
W1969,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,10.1,2.0
W1970,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,2.0
W1971,8.3,0.49,0.43,2.5,0.036,32.0,116.0,0.9944,3.23,,10.7,2.0
W1972,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,2.0
W1973,7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.9963,3.15,0.42,9.2,1.0
W1974,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,1.0
W1975,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,,8.8,1.0
W1976,6.8,0.27,,7.8,0.048,76.0,197.0,0.9959,3.24,0.43,9.5,2.0
W1977,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,,0.55,10.2,1.0
W1978,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,9.1,2.0
W1979,7.9,0.33,,1.2,0.044,23.0,103.0,0.9932,3.19,0.54,10.5,2.0
W1980,7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9.0,2.0
W1981,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,,0.46,8.9,2.0
W1982,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
W1983,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
W1984,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
W1985,7.6,0.2,,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
W1986,8.1,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,2.0
W1987,7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,,10.1,2.0
W1988,8.1,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10.0,1.0
W1989,8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,,0.53,9.5,2.0
W1990,7.1,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,2.0
W1991,6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,,9.1,1.0
W1992,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
W1993,7.0,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,,9.6,1.0
W1994,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,2.0
W1995,7.0,0.28,,14.6,0.043,47.0,168.0,0.9994,3.34,,8.8,2.0
W1996,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,2.0
W1997,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,,0.67,8.8,2.0
W1998,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,2.0
W1999,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,2.0
W2000,7.3,0.18,0.31,17.3,0.055,32.0,197.0,1.0002,3.13,,9.0,2.0
W2001,6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,,0.46,10.0,1.0
W2002,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46,10.0,1.0
W2003,7.6,0.17,0.35,1.6,0.047,43.0,154.0,0.9934,3.36,0.69,11.1,2.0
W2004,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,,0.45,11.6,2.0
W2005,7.4,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6,2.0
W2006,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,2.0
W2007,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,,0.82,8.9,2.0
W2008,5.6,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,2.0
W2009,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,1.0
W2010,8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,,0.41,12.2,2.0
W2011,7.0,0.25,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,11.0,2.0
W2012,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,1.0
W2013,6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,11.1,1.0
W2014,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,2.0
W2015,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,1.0
W2016,6.9,0.19,0.39,8.0,0.028,22.0,84.0,0.994,3.11,,10.8,2.0
W2017,6.3,0.41,,4.7,0.023,28.0,110.0,0.991,3.3,0.38,12.5,2.0
W2018,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,1.0
W2019,7.0,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,2.0
W2020,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,2.0
W2021,7.7,0.26,,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,2.0
W2022,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,2.0
W2023,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,2.0
W2024,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,2.0
W2025,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,,9.2,1.0
W2026,7.5,0.3,,1.3,0.16,44.0,149.0,0.9948,,0.42,8.9,1.0
W2027,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,1.0
W2028,6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,1.0
W2029,8.9,0.21,0.34,7.1,0.037,33.0,150.0,0.9962,3.1,0.45,9.7,2.0
W2030,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,2.0
W2031,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,,0.52,11.0,2.0
W2032,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,,10.7,1.0
W2033,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,10.8,2.0
W2034,7.2,0.23,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,9.8,1.0
W2035,7.9,0.35,,1.6,0.038,11.0,124.0,0.9928,,0.48,11.0,1.0
W2036,8.8,0.2,,1.1,0.018,18.0,72.0,0.9926,,0.35,10.4,1.0
W2037,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,10.2,2.0
W2038,7.6,0.29,,6.5,0.042,32.0,160.0,0.9944,,0.47,10.7,1.0
W2039,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,,9.0,1.0
W2040,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,1.0
W2041,6.7,0.3,0.45,10.6,0.032,56.0,212.0,0.997,3.22,,9.5,2.0
W2042,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,1.0
W2043,5.6,0.13,,4.8,0.028,22.0,104.0,0.9948,3.34,0.45,9.2,2.0
W2044,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,,11.0,2.0
W2045,5.7,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,9.9,2.0
W2046,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,1.0
W2047,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,1.0
W2048,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41,9.6,1.0
W2049,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,1.0
W2050,6.3,0.28,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,9.7,2.0
W2051,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,1.0
W2052,6.8,0.21,,18.15,0.042,41.0,146.0,1.0001,,0.36,8.7,1.0
W2053,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,1.0
W2054,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,1.0
W2055,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,1.0
W2056,7.3,0.29,,4.6,0.029,27.0,155.0,0.9931,,0.26,10.6,2.0
W2057,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,1.0
W2058,6.7,0.31,,4.9,0.031,20.0,151.0,0.9926,3.36,,12.0,2.0
W2059,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,,9.0,1.0
W2060,5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,3.13,0.47,8.8,1.0
W2061,6.8,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,9.5,1.0
W2062,6.7,0.23,0.33,1.8,0.036,23.0,96.0,0.9925,3.32,0.4,10.8,2.0
W2063,6.9,0.17,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,,11.4,1.0
W2064,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,1.0
W2065,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,,9.5,2.0
W2066,7.8,0.27,,1.8,0.05,21.0,127.0,0.9934,,0.44,9.9,1.0
W2067,7.7,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,1.0
W2068,7.6,0.29,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,,10.2,1.0
W2069,5.7,0.32,0.18,1.4,0.029,26.0,104.0,0.9906,3.44,,11.0,2.0
W2070,7.1,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34,12.1,2.0
W2071,7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,9.1,2.0
W2072,6.5,0.19,,5.2,0.04,31.0,140.0,0.995,,,9.5,2.0
W2073,6.6,0.23,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,9.5,1.0
W2074,6.6,0.27,0.29,5.3,0.045,57.0,189.0,0.9953,3.31,0.79,9.8,1.0
W2075,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,2.0
W2076,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,1.0
W2077,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,,0.67,9.6,1.0
W2078,7.0,0.22,,2.1,0.055,39.0,198.0,0.9951,3.52,0.54,10.2,2.0
W2079,5.9,0.17,0.3,1.4,0.042,25.0,119.0,0.9931,,0.72,10.5,2.0
W2080,7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,1.0
W2081,6.8,0.36,,1.6,0.039,10.0,124.0,0.9948,3.3,,9.6,1.0
W2082,7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,1.0
W2083,7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,10.5,2.0
W2084,9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.9958,2.85,,10.6,1.0
W2085,7.9,0.17,,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,2.0
W2086,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,,0.76,9.6,2.0
W2087,8.2,0.17,0.32,1.5,0.05,17.0,101.0,0.994,3.14,0.58,9.5,1.0
W2088,8.3,0.17,,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,9.4,2.0
W2089,8.7,0.15,0.3,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,9.8,2.0
W2090,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,2.0
W2091,7.2,0.25,0.19,8.0,0.044,51.0,172.0,0.9964,,0.44,9.2,1.0
W2092,7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,1.0
W2093,5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,1.0
W2094,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,1.0
W2095,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,1.0
W2096,8.4,0.28,0.4,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,9.3,1.0
W2097,6.8,0.32,,6.0,0.05,5.0,129.0,0.9953,,0.4,9.1,1.0
W2098,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,,9.5,1.0
W2099,7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,,9.1,2.0
W2100,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,1.0
W2101,6.7,0.24,,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,1.0
W2102,6.8,0.28,0.35,2.3,0.042,16.0,85.0,0.9906,3.19,0.56,12.4,2.0
W2103,6.2,0.34,0.3,11.1,0.047,28.0,237.0,0.9981,3.18,,8.7,1.0
W2104,6.0,0.27,0.15,1.5,0.056,35.0,128.0,0.9936,3.12,0.45,8.8,1.0
W2105,6.0,0.16,,6.7,0.043,43.0,153.0,0.9951,,0.46,10.6,1.0
W2106,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,,9.1,1.0
W2107,8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66,9.0,1.0
W2108,8.1,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,10.3,2.0
W2109,7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,2.0
W2110,7.7,0.23,,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,2.0
W2111,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,1.0
W2112,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,,0.37,8.8,1.0
W2113,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,1.0
W2114,5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,,9.9,1.0
W2115,7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,2.0
W2116,6.5,0.22,,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,1.0
W2117,6.8,0.2,0.27,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,11.7,1.0
W2118,7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56,10.8,1.0
W2119,6.4,0.2,,3.1,0.041,18.0,126.0,0.9914,,0.42,12.0,2.0
W2120,8.0,0.16,,1.5,0.033,14.0,122.0,0.9941,,0.39,10.3,1.0
W2121,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,1.0
W2122,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,2.0
W2123,6.9,0.26,0.33,12.6,0.051,59.0,173.0,0.998,3.39,,9.9,1.0
W2124,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,1.0
W2125,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,2.0
W2126,6.0,0.28,0.22,12.15,0.048,42.0,163.0,0.9957,3.2,0.46,10.1,1.0
W2127,6.5,0.43,0.28,12.0,0.056,23.0,174.0,0.9986,3.31,0.55,9.3,1.0
W2128,9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,1.0
W2129,5.9,0.5,0.05,2.6,0.054,36.0,146.0,0.9948,3.43,0.5,9.2,2.0
W2130,6.8,0.28,0.39,1.4,0.036,15.0,115.0,0.9918,3.27,0.72,11.7,1.0
W2131,7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.9923,3.35,0.38,11.0,1.0
W2132,7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,,9.6,2.0
W2133,7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,2.0
W2134,8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,11.9,2.0
W2135,6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.9939,,0.52,10.8,2.0
W2136,7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,,0.55,10.1,1.0
W2137,7.9,0.18,,5.9,0.058,31.0,132.0,0.995,,0.52,10.9,2.0
W2138,7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,,10.1,1.0
W2139,5.5,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4,1.0
W2140,7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,1.0
W2141,7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,1.0
W2142,7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,,0.5,9.6,1.0
W2143,7.5,0.26,0.52,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,9.0,1.0
W2144,6.5,0.14,0.32,2.7,0.037,18.0,89.0,0.9924,3.4,0.74,11.5,2.0
W2145,8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,10.2,2.0
W2146,7.2,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,,9.9,2.0
W2147,7.2,0.115,,6.8,0.056,26.0,105.0,0.9954,3.44,0.4,9.6,2.0
W2148,6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,1.0
W2149,7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,1.0
W2150,6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,11.8,2.0
W2151,7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,12.2,2.0
W2152,7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,1.0
W2153,7.0,0.22,0.33,2.1,0.052,15.0,76.0,0.993,3.2,0.41,10.6,2.0
W2154,7.5,0.18,0.39,1.9,0.054,23.0,91.0,0.9941,,,10.3,2.0
W2155,9.8,0.93,,8.6,0.052,34.0,187.0,0.9994,,,10.2,1.0
W2156,7.8,0.29,,8.75,0.035,33.0,181.0,0.9962,,0.46,10.7,1.0
W2157,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,3.05,,11.7,1.0
W2158,8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,,12.0,2.0
W2159,7.4,0.18,0.27,1.3,0.048,26.0,105.0,0.994,3.52,0.66,10.6,2.0
