,ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1803,W1804,6.4,0.26,,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,2.0
1804,W1805,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,2.0
1805,W1806,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,1.0
1806,W1807,7.6,0.38,,3.4,0.046,9.0,116.0,0.9944,3.15,,9.4,1.0
1807,W1808,8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,2.0
1808,W1809,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,1.0
1809,W1810,8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,2.0
1810,W1811,6.6,0.36,0.21,1.5,0.049,39.0,184.0,0.9928,3.18,0.41,9.9,2.0
1811,W1812,7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,1.0
1812,W1813,5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,3.29,0.37,12.6,2.0
1813,W1814,7.2,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,3.19,0.43,11.1,2.0
1814,W1815,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,,12.8,2.0
1815,W1816,6.8,0.3,,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,2.0
1816,W1817,6.7,0.27,,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0,2.0
1817,W1818,7.2,0.5,,0.8,0.034,46.0,114.0,0.9932,,0.34,9.2,1.0
1818,W1819,6.0,0.26,0.29,1.0,0.032,27.0,96.0,0.9896,3.38,0.44,12.3,2.0
1819,W1820,6.8,0.33,0.28,1.2,0.032,38.0,131.0,0.9889,,0.41,13.0,2.0
1820,W1821,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,,12.0,2.0
1821,W1822,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,1.0
1822,W1823,8.2,0.42,,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,2.0
1823,W1824,7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,2.0
1824,W1825,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,1.0
1825,W1826,7.1,0.32,,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,1.0
1826,W1827,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,1.0
1827,W1828,7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,2.0
1828,W1829,7.3,0.17,,6.3,0.051,35.0,240.0,0.9963,,0.54,10.0,2.0
1829,W1830,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,2.0
1830,W1831,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,2.0
1831,W1832,7.4,0.49,,15.1,0.03,34.0,153.0,0.9953,,0.51,12.0,2.0
1832,W1833,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,2.0
1833,W1834,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,2.0
1834,W1835,6.4,0.21,0.3,5.6,0.044,43.0,160.0,0.9949,3.6,,10.6,2.0
1835,W1836,8.0,0.55,0.42,12.6,0.211,37.0,213.0,0.9988,2.99,0.56,9.3,1.0
1836,W1837,7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,2.0
1837,W1838,7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,,0.64,11.0,2.0
1838,W1839,6.5,0.34,0.36,11.0,0.052,53.0,247.0,0.9984,3.44,0.55,9.3,2.0
1839,W1840,7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,2.0
1840,W1841,6.9,0.18,0.33,1.0,0.054,24.0,164.0,0.9926,3.42,,10.5,1.0
1841,W1842,7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,2.0
1842,W1843,8.2,0.18,,11.8,0.039,96.0,249.0,0.9976,,0.52,9.5,2.0
1843,W1844,8.3,0.28,0.45,7.8,0.059,32.0,139.0,0.9972,3.33,0.77,11.2,2.0
1844,W1845,6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,2.0
1845,W1846,7.4,0.44,,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,1.0
1846,W1847,7.6,0.26,,7.9,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,1.0
1847,W1848,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,1.0
1848,W1849,8.7,0.49,0.57,17.8,0.052,34.0,243.0,1.0007,2.98,0.82,9.0,1.0
1849,W1850,7.0,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,2.0
1850,W1851,7.1,0.25,0.25,1.6,0.046,50.0,181.0,0.9925,3.2,0.42,11.0,2.0
1851,W1852,6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,2.0
1852,W1853,6.4,0.18,,1.6,0.049,36.0,127.0,0.9934,,0.67,10.4,2.0
1853,W1854,8.3,0.27,0.39,2.4,0.058,16.0,107.0,0.9955,3.28,0.59,10.3,1.0
1854,W1855,6.8,0.24,0.35,6.4,0.048,44.0,172.0,0.9944,3.29,0.55,10.5,2.0
1855,W1856,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,2.0
1856,W1857,10.0,0.91,0.42,1.6,0.056,34.0,181.0,0.9968,3.11,0.46,10.0,1.0
1857,W1858,8.9,0.34,0.34,1.6,0.056,13.0,176.0,0.9946,3.14,0.47,9.7,1.0
1858,W1859,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47,9.7,1.0
1859,W1860,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,2.0
1860,W1861,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,2.0
1861,W1862,7.8,0.2,0.28,10.2,0.054,78.0,186.0,0.997,3.14,,10.0,2.0
1862,W1863,7.3,0.13,0.31,2.3,0.054,22.0,104.0,0.9924,3.24,,11.5,2.0
1863,W1864,6.6,0.28,0.3,7.8,0.049,57.0,202.0,0.9958,3.24,,9.5,1.0
1864,W1865,7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61,10.5,2.0
1865,W1866,7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,2.0
1866,W1867,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,2.0
1867,W1868,6.9,0.37,0.28,13.8,0.031,34.0,137.0,0.9948,3.1,,11.6,2.0
1868,W1869,7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,2.0
1869,W1870,8.2,0.18,,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,2.0
1870,W1871,6.3,0.19,0.21,1.8,0.049,35.0,163.0,0.9924,3.31,,10.3,2.0
1871,W1872,7.0,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49,10.4,2.0
1872,W1873,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,1.0
1873,W1874,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,1.0
1874,W1875,7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,1.0
1875,W1876,6.6,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,3.38,0.6,9.2,1.0
1876,W1877,8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,,9.6,2.0
1877,W1878,8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,2.0
1878,W1879,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,2.0
1879,W1880,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,2.0
1880,W1881,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,1.0
1881,W1882,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,,9.2,2.0
1882,W1883,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,1.0
1883,W1884,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,1.0
1884,W1885,6.4,0.22,,7.9,0.029,34.0,124.0,0.9948,3.4,0.39,10.2,1.0
1885,W1886,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,,0.36,9.2,2.0
1886,W1887,7.0,0.53,0.02,1.0,0.036,39.0,107.0,0.993,3.2,0.32,9.0,1.0
1887,W1888,7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,1.0
1888,W1889,7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42,9.6,1.0
1889,W1890,7.6,0.15,0.4,1.3,0.036,24.0,112.0,0.9932,3.14,0.76,10.0,1.0
1890,W1891,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,,9.2,1.0
1891,W1892,7.6,0.33,,13.7,0.045,44.0,197.0,0.9989,,0.64,9.1,1.0
1892,W1893,6.8,0.24,,18.3,0.046,40.0,142.0,1.0,,0.41,8.7,1.0
1893,W1894,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,1.0
1894,W1895,6.8,0.35,0.44,6.5,0.056,31.0,161.0,0.9952,3.14,0.44,9.5,1.0
1895,W1896,7.9,0.26,,10.3,0.039,73.0,212.0,0.9969,,0.49,9.5,2.0
1896,W1897,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2.0
1897,W1898,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2.0
1898,W1899,7.2,0.31,0.41,8.6,0.053,15.0,89.0,0.9976,3.29,0.64,9.9,2.0
1899,W1900,6.7,0.44,,1.9,0.03,41.0,104.0,0.99,3.29,0.62,12.6,2.0
1900,W1901,10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,,0.43,9.7,2.0
1901,W1902,7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,1.0
1902,W1903,8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49,9.1,2.0
1903,W1904,7.8,0.34,0.27,1.2,0.04,25.0,106.0,0.9932,3.01,0.55,10.4,1.0
1904,W1905,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,2.0
1905,W1906,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,2.0
1906,W1907,6.0,0.28,0.35,1.9,0.037,16.0,120.0,0.9933,3.16,0.69,10.6,1.0
1907,W1908,7.9,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,2.0
1908,W1909,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,2.0
1909,W1910,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,,9.6,1.0
1910,W1911,6.6,0.25,,8.1,0.045,54.0,180.0,0.9958,,0.42,9.2,1.0
1911,W1912,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,2.0
1912,W1913,7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,2.0
1913,W1914,8.3,0.23,0.3,2.1,0.049,21.0,153.0,0.9953,3.09,0.5,9.6,2.0
1914,W1915,6.8,0.43,0.3,3.5,0.033,27.0,135.0,0.9906,3.0,0.37,12.0,2.0
1915,W1916,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,2.0
1916,W1917,6.6,0.25,,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,1.0
1917,W1918,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,,0.74,9.9,2.0
1918,W1919,6.6,0.35,0.29,14.4,0.044,54.0,177.0,0.9991,3.17,0.58,8.9,2.0
1919,W1920,7.3,0.22,0.5,13.7,0.049,56.0,189.0,0.9994,,0.66,9.0,2.0
1920,W1921,8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49,10.2,2.0
1921,W1922,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,1.0
1922,W1923,7.0,0.12,0.19,4.9,0.055,27.0,127.0,0.9953,3.29,0.41,9.4,1.0
1923,W1924,8.2,0.37,0.27,1.7,0.028,10.0,59.0,0.9923,,0.48,10.4,1.0
1924,W1925,7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,1.0
1925,W1926,6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,2.0
1926,W1927,6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,,0.43,10.0,2.0
1927,W1928,7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41,10.5,1.0
1928,W1929,7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39,11.4,2.0
1929,W1930,8.8,0.34,,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,1.0
1930,W1931,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,2.0
1931,W1932,7.1,0.49,0.22,2.0,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,1.0
1932,W1933,9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34,10.1,2.0
1933,W1934,7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,1.0
1934,W1935,6.8,0.28,0.36,1.6,0.04,25.0,87.0,0.9924,3.23,0.66,10.3,2.0
1935,W1936,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,1.0
1936,W1937,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,2.0
1937,W1938,7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,,11.1,2.0
1938,W1939,7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,1.0
1939,W1940,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,1.0
1940,W1941,8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,1.0
1941,W1942,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,1.0
1942,W1943,8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,1.0
1943,W1944,6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,,9.5,1.0
1944,W1945,6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,1.0
1945,W1946,8.1,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,2.0
1946,W1947,6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,2.0
1947,W1948,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,1.0
1948,W1949,7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,2.0
1949,W1950,6.7,0.31,,6.7,0.054,29.0,160.0,0.9952,3.04,0.44,9.6,1.0
1950,W1951,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,,0.46,9.7,1.0
1951,W1952,9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,1.0
1952,W1953,8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,13.0,2.0
1953,W1954,8.1,0.24,,4.3,0.044,49.0,172.0,0.996,3.37,,10.8,2.0
1954,W1955,8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,1.0
1955,W1956,6.4,0.29,,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,1.0
1956,W1957,7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,,0.4,9.9,1.0
1957,W1958,7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,2.0
1958,W1959,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,2.0
1959,W1960,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,,10.1,1.0
1960,W1961,8.5,0.17,,1.0,0.024,13.0,91.0,0.993,,0.37,10.1,1.0
1961,W1962,9.5,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,,0.64,9.5,1.0
1962,W1963,8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,1.0
1963,W1964,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,2.0
1964,W1965,6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9.0,1.0
1965,W1966,6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,2.0
1966,W1967,7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,2.0
1967,W1968,8.0,0.23,0.35,9.2,0.044,53.0,186.0,0.997,3.09,0.56,9.5,2.0
1968,W1969,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,10.1,2.0
1969,W1970,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,2.0
1970,W1971,8.3,0.49,0.43,2.5,0.036,32.0,116.0,0.9944,3.23,,10.7,2.0
1971,W1972,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,2.0
1972,W1973,7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.9963,3.15,0.42,9.2,1.0
1973,W1974,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,1.0
1974,W1975,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,,8.8,1.0
1975,W1976,6.8,0.27,,7.8,0.048,76.0,197.0,0.9959,3.24,0.43,9.5,2.0
1976,W1977,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,,0.55,10.2,1.0
1977,W1978,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,9.1,2.0
1978,W1979,7.9,0.33,,1.2,0.044,23.0,103.0,0.9932,3.19,0.54,10.5,2.0
1979,W1980,7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9.0,2.0
1980,W1981,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,,0.46,8.9,2.0
1981,W1982,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
1982,W1983,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
1983,W1984,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
1984,W1985,7.6,0.2,,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
1985,W1986,8.1,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,2.0
1986,W1987,7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,,10.1,2.0
1987,W1988,8.1,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10.0,1.0
1988,W1989,8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,,0.53,9.5,2.0
1989,W1990,7.1,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,2.0
1990,W1991,6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,,9.1,1.0
1991,W1992,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,2.0
1992,W1993,7.0,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,,9.6,1.0
1993,W1994,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,2.0
1994,W1995,7.0,0.28,,14.6,0.043,47.0,168.0,0.9994,3.34,,8.8,2.0
1995,W1996,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,2.0
1996,W1997,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,,0.67,8.8,2.0
1997,W1998,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,2.0
1998,W1999,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,2.0
1999,W2000,7.3,0.18,0.31,17.3,0.055,32.0,197.0,1.0002,3.13,,9.0,2.0
2000,W2001,6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,,0.46,10.0,1.0
2001,W2002,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46,10.0,1.0
2002,W2003,7.6,0.17,0.35,1.6,0.047,43.0,154.0,0.9934,3.36,0.69,11.1,2.0
2003,W2004,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,,0.45,11.6,2.0
2004,W2005,7.4,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6,2.0
2005,W2006,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,2.0
2006,W2007,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,,0.82,8.9,2.0
2007,W2008,5.6,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,2.0
2008,W2009,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,1.0
2009,W2010,8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,,0.41,12.2,2.0
2010,W2011,7.0,0.25,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,11.0,2.0
2011,W2012,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,1.0
2012,W2013,6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,11.1,1.0
2013,W2014,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,2.0
2014,W2015,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,1.0
2015,W2016,6.9,0.19,0.39,8.0,0.028,22.0,84.0,0.994,3.11,,10.8,2.0
2016,W2017,6.3,0.41,,4.7,0.023,28.0,110.0,0.991,3.3,0.38,12.5,2.0
2017,W2018,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,1.0
2018,W2019,7.0,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,2.0
2019,W2020,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,2.0
2020,W2021,7.7,0.26,,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,2.0
2021,W2022,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,2.0
2022,W2023,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,2.0
2023,W2024,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,2.0
2024,W2025,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,,9.2,1.0
2025,W2026,7.5,0.3,,1.3,0.16,44.0,149.0,0.9948,,0.42,8.9,1.0
2026,W2027,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,1.0
2027,W2028,6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,1.0
2028,W2029,8.9,0.21,0.34,7.1,0.037,33.0,150.0,0.9962,3.1,0.45,9.7,2.0
2029,W2030,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,2.0
2030,W2031,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,,0.52,11.0,2.0
2031,W2032,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,,10.7,1.0
2032,W2033,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,10.8,2.0
2033,W2034,7.2,0.23,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,9.8,1.0
2034,W2035,7.9,0.35,,1.6,0.038,11.0,124.0,0.9928,,0.48,11.0,1.0
2035,W2036,8.8,0.2,,1.1,0.018,18.0,72.0,0.9926,,0.35,10.4,1.0
2036,W2037,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,10.2,2.0
2037,W2038,7.6,0.29,,6.5,0.042,32.0,160.0,0.9944,,0.47,10.7,1.0
2038,W2039,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,,9.0,1.0
2039,W2040,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,1.0
2040,W2041,6.7,0.3,0.45,10.6,0.032,56.0,212.0,0.997,3.22,,9.5,2.0
2041,W2042,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,1.0
2042,W2043,5.6,0.13,,4.8,0.028,22.0,104.0,0.9948,3.34,0.45,9.2,2.0
2043,W2044,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,,11.0,2.0
2044,W2045,5.7,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,9.9,2.0
2045,W2046,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,1.0
2046,W2047,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,1.0
2047,W2048,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41,9.6,1.0
2048,W2049,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,1.0
2049,W2050,6.3,0.28,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,9.7,2.0
2050,W2051,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,1.0
2051,W2052,6.8,0.21,,18.15,0.042,41.0,146.0,1.0001,,0.36,8.7,1.0
2052,W2053,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,1.0
2053,W2054,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,1.0
2054,W2055,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,1.0
2055,W2056,7.3,0.29,,4.6,0.029,27.0,155.0,0.9931,,0.26,10.6,2.0
2056,W2057,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,1.0
2057,W2058,6.7,0.31,,4.9,0.031,20.0,151.0,0.9926,3.36,,12.0,2.0
